100000,513564422591610,1.02712903506826e+15,1.54069298294737e+15,2.05425731059649e+15,2.56782211295805e+15,
100000000100000,2.65450876345726e+32,7.49396851664623e+32,1.25280059727037e+33,1.7612517157631e+33,2.27174047521023e+33,
200000000100000,4.91151883763982e+32,2.12360700940454e+33,4.02124227964865e+33,5.99517480831145e+33,8.00075696812728e+33,
300000000100000,4.66282172381509e+32,3.29172788746873e+33,7.1671736552089e+33,1.13946750146246e+34,1.57747472176155e+34,
400000000100000,3.26152649412064e+32,3.92921506975947e+33,9.96851590896536e+33,1.69888560697913e+34,2.44598798132571e+34,
500000000100000,1.90556698653002e+32,4.02840508662044e+33,1.20429513460371e+34,2.21070107831148e+34,3.31813595091841e+34,
600000000100000,9.88991991938894e+31,3.73025737948984e+33,1.32611008600418e+34,2.63338230960531e+34,4.12982107107911e+34,
700000000100000,4.72261329842769e+31,3.20856766747879e+33,1.36619548743679e+34,2.94601640632637e+34,4.83739812035575e+34,
800000000100000,2.12063058333493e+31,2.60922119589795e+33,1.33800734904453e+34,3.14337205566662e+34,5.41451975497031e+34,
900000000100000,9.08399241580315e+30,2.03019995444034e+33,1.25896186562707e+34,3.23130013422968e+34,5.84893507412072e+34,
1000000000100000,3.74901919005153e+30,1.52445358968444e+33,1.14661274460637e+34,3.22272406934779e+34,6.1393985461688e+34,
1100000000100000,1.50130328887284e+30,1.1117195033142e+33,1.01639931044506e+34,3.13436010991938e+34,6.29281546483405e+34,
1200000000100000,5.86419125460952e+29,7.91193593828815e+32,8.8061215368322e+33,2.98420590376698e+34,6.32171349654494e+34,
1300000000100000,2.24320435871304e+29,5.51582960007856e+32,7.48193078311442e+33,2.78975642999907e+34,6.2420927112656e+34,
1400000000100000,8.42941435546922e+28,3.77809064020199e+32,6.25031992446124e+33,2.56685413421544e+34,6.07167265953497e+34,
1500000000100000,3.11933214005395e+28,2.54862277265417e+32,5.14503086570297e+33,2.329053767312e+34,5.82852715586329e+34,
1600000000100000,1.13899639298703e+28,1.69650446736875e+32,4.18066184763464e+33,2.08737695695893e+34,5.53007670214173e+34,
1700000000100000,4.1103965843453e+27,1.11613297519365e+32,3.35830152475486e+33,1.85034053830748e+34,5.1923950407868e+34,
1800000000100000,1.46801008555019e+27,7.26719393579568e+31,2.67027837948467e+33,1.62415996377147e+34,4.82977944450758e+34,
1900000000100000,5.19453754024241e+26,4.68806212179543e+31,2.10386726891137e+33,1.41304969771674e+34,4.45453281888926e+34,
2000000000100000,1.82284875428734e+26,2.99921535339251e+31,1.64399741852949e+33,1.21956287193172e+34,4.07690811915439e+34,
2100000000100000,6.34882118756835e+25,1.9044151922939e+31,1.2751055912324e+33,1.04493053517545e+34,3.70517060524384e+34,
2200000000100000,2.19622998295896e+25,1.20104263165577e+31,9.82311392738204e+32,8.89375602797501e+33,3.34573990177587e+34,
2300000000100000,7.55036321811683e+24,7.52767414877518e+30,7.52086982810357e+32,7.5238790995688e+33,3.0033807622517e+34,
2400000000100000,2.58102745283801e+24,4.69135300591856e+30,5.72570257815791e+32,6.32954875174133e+33,2.6814181922372e+34,
2500000000100000,8.77714932972532e+23,2.90851687164481e+30,4.33640981703808e+32,5.29747702204915e+33,2.38195873431359e+34,
2600000000100000,2.97048981518219e+23,1.79456348784108e+30,3.26850191942032e+32,4.41266368087923e+33,2.106105024291e+34,
2700000000100000,1.00086125824599e+23,1.10234446224255e+30,2.45267795368577e+32,3.65948414591986e+33,1.85415510715516e+34,
2800000000100000,3.3583908869021e+22,6.74353148770264e+29,1.83292750609529e+32,3.02247251274552e+33,1.62578146818962e+34,
2900000000100000,1.12260172424677e+22,4.1095527637838e+29,1.36454575550264e+32,2.48685667538391e+33,1.42018736883356e+34,
3000000000100000,3.73912546412351e+21,2.49546571329225e+29,1.012235181922e+32,2.03889821853174e+33,1.23623999061787e+34,
3100000000100000,1.24126902419856e+21,1.5102894993267e+29,7.48387850622286e+31,1.66608330989522e+33,1.07258120825257e+34,
3200000000100000,4.1077625737121e+20,9.11197114851413e+28,5.51589324989948e+31,1.35720357417532e+33,9.27717656360968e+33,
3300000000100000,1.35541341862671e+20,5.48140006982783e+28,4.05351888246542e+31,1.10235875602076e+33,8.00092234172971e+33,
3400000000100000,4.46006589110206e+19,3.28831726916088e+28,2.97065162483932e+31,8.92906380344256e+32,6.88139404130532e+33,
3500000000100000,1.46380497637668e+19,1.96756177265312e+28,2.17141975495738e+31,7.21377844824469e+32,5.90326662668418e+33,
3600000000100000,4.79248928992654e+18,1.17440806904756e+28,1.5833316397485e+31,5.8137551498978e+32,5.05184457226681e+33,
3700000000100000,1.56542903034575e+18,6.99365134455351e+27,1.1518457801955e+31,4.67461417972212e+32,4.31326641199373e+33,
3800000000100000,5.10215400729356e+17,4.15563003436149e+27,8.36112573831531e+30,3.75044969826642e+32,3.67463334035535e+33,
3900000000100000,1.65947669322164e+17,2.46415027125532e+27,6.05665177244311e+30,3.00274718594444e+32,3.12407812918007e+33,
4000000000100000,5.38681266680888e+16,1.45827900419626e+27,4.37868383566612e+30,2.39937228325453e+32,2.65078823092066e+33,
4100000000100000,1.7453319194609e+16,8.61389354915551e+26,3.15965760040476e+30,1.91364859052027e+32,2.24499467492262e+33,
4200000000100000,5.64480436404931e+15,5.07905695274209e+26,2.27594187747396e+30,1.52353215418377e+32,1.89793629637e+33,
4300000000100000,1.82255630027502e+15,2.98970170764459e+26,1.63660362776771e+30,1.21088356612887e+32,1.60180700249046e+33,
4400000000100000,587500415551470,1.75698398730253e+26,1.17495442613961e+30,9.60834105547617e+31,1.34969218764616e+33,
